comment_v1,comment_v2,type,sentiment
ভাই বাঁশির সুর টা কি যে মারাত্মক হইছে আর লাইন গুলো কি যে লিখছে,ভাই বাঁশির সুর মারাত্মক হই গুলো লিখ,0,2
sei hoise bro,sei hois bro,0,1
vitu student,vitu student,1,1
ossammm,ossammm,0,2
যারা নিজের এলাকা ছেড়ে দূরে চলে গেছে তাদের জন্য এই গান শুধু সুর নয়প্রতিটি লাইনই একেকটা স্মৃতির আকাশ,এলাকা ছাড় গান সুর নয়প্রতি লাইনই একেক স্মৃতির আকাশ,0,2
১১৯ স্কুল পালিয়ে ঘুরে বেড়ানো,স্কুল পালিয়ে ঘুরে বেড়ানো,1,1
dine to bar sokale  rate 1,dine bar sokal rate,1,0
still addicted this melodies,still addict melodi,2,2
ai gan ta ajibon mone dag kete jbe,ai gan ta ajibon mone dag kete jbe,2,2
জীবনে এত টেনশন নিয়ে কোন রকম বেঁচে আছি অনেক কিছু হারানোর ভয়ে,জীবনে টেনশন বেঁচে আছি হারানোর ভয়,0,0
bhai ektu dekha,bhai ektu dekha,1,1
যত বার লাইক পরবে ততবারই শুনতে আসবো,লাইক পরবে ততব শুন আসবো,1,2
very very nice,nice,2,2
২০২৫ এর শেষে এসে কে কে এই গানটার পাগল বলে যান,শাষ গান পাগল,0,1
cng oala vai osthirrrrrr,cng oala vai osthirrrrrr,0,2
miss kori old school ar friend der,miss kori old school ar friend der,0,2
আরেকটা মাস্টারপিচ,আরেক মাস্টারপিচ,2,2
2023 রমজানে এসে যারা দেখতেছো তারা একটা করে লাইক দাও,রমজানে দেখতেছো এক লাইক দাও,3,2
হাইরে জীবন,হাইরে জীবন,0,1
this song makes me want to wrap my arms around my head of hour,song make want wrap arm around head hour,0,0
8 month hoye gelo video dile na,month hoy gelo video dile na,1,0
খুব বেশি মিস করি শৈশব,মিস শৈশব,0,0
yeah,yeah,1,1
ভালো থাকবেন আপনি ও গান টা খুব ই প্রিয় নিজেকে অনুভব করি,ভালো গান প্রিয় অনুভব,0,2
সেইরকম হইচে,সেইরকম হইচে,0,1
wonderful,wonder,0,2
apni 100millon deserve koren,apni millon deserv koren,2,2
anyone in 3025,anyon,4,1
340 prottoy cigerate khai,prottoy ciger khai,1,1
আমি টাইম মেশিন দেখিনি তবে আমি এই গান টি শুনে ছি,টাইম মেশিন দেখিনি গান শুনে ছি,1,1
আমার পিসির ছেলে একটি হাইটেকের3g ফোন দিয়েছিল সেইটাতেই আমি you tube chanel খুলেছি তাও বাবা নেট ভরে দিতে পারেনি একটি লোকের wifi আছে তাকে বাবা অনেক করে wifi কানেক্ট করে দিতে বলেছিল বলে সে কানেক্ট করে দিয়েছে তাই আমি এইসব করতে পারছি,পিসির ছাল হাইটেকেরg ফোন দিয়েছিল সেইটাতেই tube chanel খুলে বাবা নেট ভরে পারেনি লোক wifi বাবা wifi কানেক্ট বলেছিল কানেক্ট এইসব পারছি,1,1
choorom ostir ekta video jodi na dekhen tahole ashol mojataii miss korben,choorom ostir ekta video jodi na dekhen tahol ashol mojataii miss korben,0,2
ami o jete cai tomar next playing video te,ami jete cai tomar next play video te,1,1
এই গান টা শুনলে কষ্ট লাগে,গান শুনলে কষ্ট লাগে,0,0
দায়িত্ব আসলেই মানুষ মরে যায়,দায়িত্ব আসলে মরে যায়,0,0
very very bro,bro,0,1
আহা শৈশব  তোমাকে পাবার আসে মারা গেলেও আর পাওয়া হবেনা 305,আহা শৈশব তোমাকে পাবা মার গাল হবেনা,0,0
chota are or our taka chara sb typeri chilam ami,chota taka chara sb typeri chilam ami,0,0
শুনতে এলাম কষ্টগুলো কে অনুভব করতে,শুন এল কষ্ট অনুভব,0,1
apu estimated time of arrival to just shooting,apu estim time arriv shoot,1,1
muito bom,muito bom,2,2
aivideotaiprothomdekhaakhon562k,aivideotaiprothomdekhaakhonk,1,1
shiva namah,shiva namah,0,1
prottoy er prosno jigges korar style ta onk cute,prottoy er prosno jigg korar style ta onk cute,2,2
কত সুন্দর গান মন টা শান্তি হয়ে গেলো,সুন্দর গান মন শান্তি গেলো,0,2
bastober kichu sotti katha ,bastob kichu sotti katha,0,0
master piece,master piec,2,2
ami ganacom,ami ganacom,1,1
এইগানের প্রতি আমার প্রচুর ভালোবাসা,এইগান প্রচুর ভালোবাসা,2,2
bap ra,bap ra,0,1
magic play music in my,magic play music,1,1
এই গান টা বুঝার খম্মতা সবার নেই,গান বুঝ খম্মতা,2,0
amazing,amaz,2,2
হায়রে ২৫ অনেক কিছু দেখাবেন এই ২৫ শে গান টা শুনে নতুন একটা অধ্যয় শুরু হলো জীবনে কেউ সরণ করলে আবার আসবো,হায়রে দেখা শে গান শুনে এক অধ্যয় জীবনে সরণ আসবো,0,2
lots of love from india feel proud he is presenting indias culture in video,lot love india feel proud present india cultur video,0,2
this video is,video,1,1
পাবলিশ হওয়ার পর থেকে অন্তত কয়েক হাজার বার শুনছি দৈনিক কমপক্ষে ৫৭ বার শুনবোই শুনবোই বিশেষ করে আজকে রাতেই কয়েকশ বার শুনলাম একদিকে প্রিয় মানুষের সাথে বিচ্ছেদের পথে কিন্তু saifjohan ভাইয়ে লেখা গুলো সুরে সুরে শুনছি আর চোখ অঝোরে ঝড়ছে তারপরেও আজ রাতের একমাত্র সংঙ্গি হলো জোহান ভাইয়ের গানটি16sep2025 416,পাবলিশ হওয় শুন দৈনিক কমপক্ষে শুনবো শুনবো আজ রাতে কয়েকশ শুন একদি প্রিয় মানুষ সাথে বিচ্ছে পথে saifjohan ভায় লেখা গুলো সুরে সুরে শুন চোখ অঝোরে ঝড় রাত একমাত্র সংঙ্গি জোহান ভাইয় গানটিsep,0,2
বাংলার সাথে চাইনিজ মিসিয়ে দিছে,বাংল সাথে চাইনিজ মিসিয়ে দিছ,0,0
vaia aitay je copyright dhorce tate prblm hobena aktu jante chaicilam,vaia aitay je copyright dhorc tate prblm hobena aktu jant chaicilam,4,1
আহারে বাংলাদেশী আমরা,আহারে বাংলাদেশী,1,1
